Index,Brake,Throttle,Steering
16368204918,0.0,0.0,0.0
16368204919,0.0,0.0,0.0
16368204920,0.0,0.0,0.0
16368204921,0.0,0.0,0.0
16368204922,0.0,0.0,0.0
16368204923,0.0,0.0,0.0
16368204924,0.0,0.0,0.0
16368204925,0.0,0.21132550849999998,0.0
16368204926,0.0,0.4845271205,0.0
16368204927,0.0,0.99999984475,0.0
16368204928,0.0,0.99999984475,0.0
16368204929,0.0,0.99999984475,0.0
16368204930,0.0,0.99999984475,0.0
16368204931,0.0,0.99999984475,0.0
16368204932,0.0,0.23194075524999996,0.0
16368204933,0.0,1.552499999668555e-07,0.0
16368204934,0.0,1.552499999668555e-07,0.0
16368204935,0.0,1.552499999668555e-07,0.0
16368204936,0.0,1.552499999668555e-07,0.0
16368204937,0.0,1.552499999668555e-07,0.0
16368204938,0.0,1.552499999668555e-07,0.0
16368204939,0.0,0.99999984475,0.0
16368204940,0.0,0.99999984475,0.0
16368204941,0.0,0.99999984475,0.0
16368204942,0.0,0.99999984475,0.0
16368204943,0.0,0.99999984475,0.0
16368204944,0.0,0.99999984475,0.0
16368204945,0.0,0.99999984475,0.0
16368204946,0.0,0.99999984475,0.0
16368204947,0.0,0.99999984475,0.0
16368204948,0.0,0.99999984475,0.0
16368204949,0.0,0.99999984475,0.0
16368204950,0.99999984475,1.552499999668555e-07,0.0
16368204951,0.99999984475,1.552499999668555e-07,0.0
16368204952,0.99999984475,1.552499999668555e-07,0.0
16368204953,0.99999984475,1.552499999668555e-07,0.0
16368204954,0.08760350949999995,1.552499999668555e-07,0.0
16368204955,1.552499999668555e-07,1.552499999668555e-07,0.0
16368204956,1.552499999668555e-07,0.9433117310000001,0.0
16368204957,1.552499999668555e-07,0.932996478,0.0
16368204958,1.552499999668555e-07,0.85567785825,0.0
16368204959,1.552499999668555e-07,0.85567785825,0.0
16368204960,1.552499999668555e-07,0.99999984475,0.0
16368204961,1.552499999668555e-07,0.99999984475,0.0
16368204962,1.552499999668555e-07,0.99999984475,0.103091493
16368204963,1.552499999668555e-07,0.99999984475,0.525772718
16368204964,1.552499999668555e-07,0.99999984475,0.7629014630000001
16368204965,1.552499999668555e-07,0.99999984475,0.9999996895000001
16368204966,1.552499999668555e-07,0.99999984475,0.9999996895000001
16368204967,1.552499999668555e-07,0.99999984475,0.9690844490000001
16368204968,1.552499999668555e-07,0.99999984475,0.2267829735
16368204969,1.552499999668555e-07,0.99999984475,0.020599987500000003
16368204970,1.552499999668555e-07,0.99999984475,0.020599987500000003
16368204971,1.552499999668555e-07,0.99999984475,-0.340220238
16368204972,1.552499999668555e-07,0.99999984475,-0.7423014755
16368204973,1.552499999668555e-07,0.99999984475,-0.9999996895000001
16368204974,1.552499999668555e-07,0.99999984475,-0.9278844740000001
16368204975,1.552499999668555e-07,0.99999984475,-0.257759251
16368204976,1.552499999668555e-07,0.99999984475,-0.010315253000000002
16368204977,1.552499999668555e-07,0.99999984475,0.6185489580000001
16368204978,1.552499999668555e-07,0.99999984475,0.865992956
16368204979,1.552499999668555e-07,0.99999984475,0.9999996895000001
16368204980,1.552499999668555e-07,0.99999984475,0.7732167160000001
16368204981,1.552499999668555e-07,0.99999984475,0.206182986
16368204982,1.552499999668555e-07,0.99999984475,0.010284734500000002
16368204983,1.552499999668555e-07,0.99999984475,0.010284734500000002
16368204984,1.552499999668555e-07,0.99999984475,0.010284734500000002
16368204985,1.552499999668555e-07,0.99999984475,-0.21652875750000003
16368204986,1.552499999668555e-07,0.99999984475,-0.257759251
16368204987,1.552499999668555e-07,0.99999984475,-0.26807450400000005
16368204988,1.552499999668555e-07,0.99999984475,-0.26807450400000005
16368204989,1.552499999668555e-07,0.99999984475,-0.48457274300000003
16368204990,1.552499999668555e-07,0.99999984475,-0.48457274300000003
16368204991,1.552499999668555e-07,0.99999984475,-0.48457274300000003
16368204992,1.552499999668555e-07,0.99999984475,-0.164983011
16368204993,1.552499999668555e-07,0.99999984475,-0.010315253000000002
16368204994,1.552499999668555e-07,0.99999984475,-0.010315253000000002
16368204995,1.552499999668555e-07,0.99999984475,-0.010315253000000002
16368204996,1.552499999668555e-07,0.99999984475,0.103091493
16368204997,1.552499999668555e-07,0.99999984475,0.206182986
16368204998,1.552499999668555e-07,0.99999984475,0.216498239
16368204999,1.552499999668555e-07,0.99999984475,0.2577287325
16368205000,1.552499999668555e-07,0.99999984475,0.48454222450000006
16368205001,1.552499999668555e-07,0.99999984475,0.6185489580000001
16368205002,1.552499999668555e-07,0.99999984475,0.6185489580000001
16368205003,1.552499999668555e-07,0.99999984475,0.6185489580000001
16368205004,1.552499999668555e-07,0.99999984475,0.6082642235000001
16368205005,1.552499999668555e-07,0.99999984475,0.536087971
